5 ,S. VETTEL
6 ,N. ROSBERG
3 ,D. RICCIARDO
LAP  ,TIME,LAP  ,TIME
14 ,1:58.834 ,40 ,1:48.769
15 ,1:38.954 ,41 ,1:50.433
16 ,1:39.003 ,42 ,1:48.774
17 ,1:39.208 ,43 ,1:52.005
18 ,1:39.469 ,44 ,1:58.091
19 ,1:39.536 ,45 ,2:08.025
20 ,1:38.972 ,46 ,1:59.406
21 ,1:38.984 ,47 P ,1:55.660
22 ,1:38.633 ,48 ,2:13.667
23 ,1:38.768 ,49 ,1:50.285
24 ,1:38.446 ,50 ,1:50.799
25 ,1:38.051 ,51 ,1:51.756
26 ,1:38.175,"",""
LAP  ,TIME,LAP  ,TIME
1 ,13:05:24 ,27 ,1:38.454
2 ,2:33.290 ,28 ,1:38.657
3 ,2:21.680 ,29 ,1:38.872
4 ,1:44.673 ,30 ,1:38.924
5 ,1:42.699 ,31 ,1:38.131
6 ,1:41.409 ,32 ,1:38.329
7 ,1:40.877 ,33 ,1:59.749
8 ,1:41.319 ,34 ,2:09.687
9 ,1:41.200 ,35 ,1:47.217
10 ,1:40.783 ,36 ,1:39.847
11 ,1:40.835 ,37 P ,1:56.911
12 ,1:40.791 ,38 ,2:13.398
13 ,1:40.721 ,39 ,1:51.518
14 ,1:40.732 ,40 ,1:52.271
15 ,1:40.746 ,41 P ,1:50.765
16 ,1:40.616 ,42 P ,2:09.724
17 ,1:40.783 ,43 ,2:18.182
18 ,1:40.453 ,44 ,1:57.565
19 ,1:41.766 ,45 ,1:54.396
20 ,1:40.818 ,46 ,1:54.545
21 ,1:41.946 ,47 ,1:54.412
22 ,1:40.690 ,48 ,1:52.684
23 P ,1:39.866 ,49 ,1:52.422
24 ,2:00.622 ,50 ,1:52.142
25 ,1:38.326 ,51 ,1:51.829
26 ,1:38.650,"",""
12 ,F. NASR
13 ,P. MALDONADO
11 ,S. PEREZ
LAP  ,TIME,LAP  ,TIME
LAP  ,TIME,LAP  ,TIME
1 ,13:05:21 ,27 ,1:38.667
2 ,2:33.011 ,28 ,1:39.124
3 ,2:22.817 ,29 ,1:39.280
4 ,1:43.858 ,30 ,1:38.766
5 ,1:41.850 ,31 ,1:39.545
6 ,1:40.742 ,32 ,1:40.132
7 ,1:40.452 ,33 ,1:57.229
8 ,1:40.291 ,34 ,2:06.687
9 ,1:41.618 ,35 ,1:49.983
10 ,1:40.546 ,36 ,1:39.298
11 ,1:40.125 ,37 ,1:47.695
12 ,1:40.239 ,38 ,1:49.596
13 ,1:40.349 ,39 ,1:45.071
14 ,1:40.381 ,40 ,1:42.912
15 ,1:40.155 ,41 ,1:42.712
16 ,1:40.274 ,42 ,1:43.040
17 ,1:40.212 ,43 ,1:53.142
18 ,1:39.970 ,44 P ,2:27.338
19 ,1:39.952 ,45 ,2:19.676
20 P ,1:38.871 ,46 ,1:53.513
21 ,1:59.404 ,47 ,1:52.786
22 ,1:39.641 ,48 ,1:55.303
23 ,1:39.379 ,49 ,1:53.353
24 ,1:39.309 ,50 ,1:53.087
25 ,1:38.466 ,51 ,1:52.508
26 ,1:38.938,"",""
LAP  ,TIME,LAP  ,TIME
19 ,F. MASSA
22 ,J. BUTTON
14 ,F. ALONSO
LAP  ,TIME,LAP  ,TIME
1 ,13:05:11 ,27 ,1:37.576
2 ,2:35.792 ,28 ,1:37.746
3 ,2:27.274 ,29 ,1:37.580
4 ,1:41.141 ,30 ,1:37.653
5 ,1:40.272 ,31 ,1:37.485
6 ,1:39.515 ,32 ,1:37.508
7 ,1:39.778 ,33 ,1:37.710
8 ,1:39.701 ,34 ,2:12.355
9 ,1:39.408 ,35 ,1:58.235
10 ,1:39.646 ,36 ,1:39.265
11 ,1:39.434 ,37 ,1:38.935
12 ,1:39.459 ,38 ,1:47.451
13 ,1:39.614 ,39 ,1:48.212
14 ,1:39.471 ,40 ,1:45.684
15 ,1:39.298 ,41 ,1:44.245
16 ,1:39.608 ,42 ,1:42.580
17 ,1:39.637 ,43 ,1:45.550
18 ,1:39.557 ,44 P ,2:00.875
19 ,1:39.352 ,45 ,2:15.965
20 P ,1:37.901 ,46 ,1:52.623
21 ,1:58.445 ,47 ,1:51.887
22 ,1:37.691 ,48 ,1:51.411
23 ,1:37.663 ,49 ,1:51.407
24 ,1:37.699 ,50 ,1:51.962
25 ,1:37.548 ,51 ,1:52.649
26 ,1:37.466 ,52 ,1:53.588
LAP  ,TIME,LAP  ,TIME
1 P ,13:05:20 ,27 ,1:39.478
2 ,3:07.796 ,28 ,1:39.159
3 ,1:52.411 ,29 ,1:39.215
4 ,1:44.983 ,30 ,1:38.883
5 ,1:44.055 ,31 ,1:39.271
6 ,1:42.241 ,32 ,1:40.023
7 ,1:41.720 ,33 ,2:03.723
8 ,1:41.751 ,34 ,2:08.397
9 ,1:41.909 ,35 ,1:40.906
10 ,1:41.628 ,36 ,1:39.559
11 ,1:41.634 ,37 P ,1:49.490
12 ,1:41.828 ,38 ,2:12.013
13 ,1:42.162 ,39 ,1:49.800
14 ,1:42.008 ,40 ,1:52.309
15 ,1:42.220 ,41 ,1:50.877
16 ,1:43.334 ,42 ,1:53.076
17 P ,1:40.414 ,43 ,1:58.518
18 ,1:59.992 ,44 ,1:59.757
19 ,1:40.160 ,45 ,1:59.537
20 ,1:40.539 ,46 ,1:58.530
21 ,1:40.051 ,47 ,1:56.156
22 ,1:40.120 ,48 ,1:57.246
23 ,1:40.395 ,49 ,1:56.015
24 ,1:39.942 ,50 ,1:55.577
25 ,1:39.529 ,51 ,1:56.215
26 ,1:39.520,"",""
LAP  ,TIME,LAP  ,TIME
27 ,N. HULKENBERG
28 ,W. STEVENS
26 ,D. KVYAT
LAP  ,TIME,LAP  ,TIME
1 ,13:05:17 ,27 ,1:38.577
2 ,2:33.508 ,28 ,1:38.355
3 ,2:25.027 ,29 ,1:38.494
4 ,1:43.487 ,30 ,1:38.442
5 ,1:41.657 ,31 ,1:38.732
6 ,1:40.489 ,32 ,1:38.296
7 ,1:40.194 ,33 ,1:50.367
8 ,1:40.426 ,34 ,2:08.023
9 ,1:40.456 ,35 ,1:50.212
10 ,1:39.987 ,36 ,1:38.625
11 ,1:40.015 ,37 ,1:44.557
12 ,1:40.237 ,38 ,1:48.426
13 ,1:40.461 ,39 ,1:43.678
14 ,1:40.280 ,40 ,1:41.211
15 ,1:40.272 ,41 ,1:40.119
16 ,1:40.258 ,42 ,1:42.612
17 ,1:40.086 ,43 ,1:50.175
18 ,1:40.023 ,44 P ,2:18.613
19 P ,1:38.233 ,45 ,2:19.912
20 ,1:58.425 ,46 ,1:53.605
21 ,1:39.433 ,47 ,1:51.954
22 ,1:39.128 ,48 ,1:51.080
23 ,1:39.105 ,49 ,1:50.834
24 ,1:38.889 ,50 ,1:51.026
25 ,1:38.982 ,51 ,1:51.209
26 ,1:38.826 ,52 ,1:51.438
LAP  ,TIME,LAP  ,TIME
1 ,13:05:19 ,27 ,1:38.639
2 ,2:33.980 ,28 ,1:37.910
3 ,2:23.450 ,29 ,1:37.923
4 ,1:43.989 ,30 ,1:38.154
5 ,1:41.866 ,31 ,1:38.186
6 ,1:40.681 ,32 ,1:37.926
7 ,1:40.239 ,33 ,1:48.204
8 ,1:39.939 ,34 ,2:08.654
9 ,1:40.562 ,35 ,1:50.978
10 ,1:40.112 ,36 ,1:39.052
11 ,1:39.984 ,37 ,1:43.331
12 ,1:40.164 ,38 ,1:46.931
13 ,1:40.359 ,39 ,1:44.273
14 ,1:39.928 ,40 ,1:41.184
15 ,1:40.011 ,41 ,1:41.285
16 ,1:40.320 ,42 ,1:43.069
17 ,1:40.165 ,43 ,1:53.832
18 P ,1:38.172 ,44 P ,2:14.905
19 ,1:57.767 ,45 ,2:18.194
20 ,1:39.324 ,46 ,1:52.018
21 ,1:38.572 ,47 ,1:50.301
22 ,1:38.206 ,48 ,1:50.792
23 ,1:38.507 ,49 ,1:50.855
24 ,1:38.685 ,50 ,1:50.679
25 ,1:38.375 ,51 ,1:51.033
26 ,1:38.238 ,52 ,1:49.817
LAP  ,TIME,LAP  ,TIME
1 ,13:05:28 ,26 ,1:41.955
2 ,2:30.826 ,27 ,1:42.176
3 ,2:20.038 ,28 ,1:41.919
4 ,1:45.678 ,29 ,1:43.200
5 ,1:44.123 ,30 ,1:45.006
6 ,1:44.173 ,31 ,1:42.146
7 ,1:43.142 ,32 ,1:49.588
8 ,1:43.143 ,33 ,2:09.635
9 ,1:43.171 ,34 ,1:58.118
10 ,1:43.351 ,35 ,1:44.372
11 ,1:43.407 ,36 P ,1:50.809
12 ,1:43.475 ,37 ,2:33.271
13 ,1:43.282 ,38 ,1:55.623
14 ,1:43.191 ,39 ,1:58.616
15 ,1:43.398 ,40 ,1:59.332
16 ,1:43.352 ,41 ,1:59.407
17 ,1:43.107 ,42 ,2:06.499
18 ,1:42.807 ,43 ,2:08.654
19 ,1:43.786 ,44 ,2:06.890
20 ,1:43.281 ,45 P ,2:33.947
21 ,1:42.650 ,46 ,2:36.139
22 ,1:42.561 ,47 ,1:58.358
23 ,1:42.813 ,48 ,2:00.313
24 ,1:43.031 ,49 ,1:57.883
25 ,1:42.451,"",""
44 ,L. HAMILTON
55 ,C. SAINZ
33 ,M. VERSTAPPEN
LAP  ,TIME,LAP  ,TIME
1 ,13:05:14 ,27 ,1:37.695
2 ,2:34.074 ,28 ,1:37.416
3 ,2:26.869 ,29 ,1:37.093
4 ,1:41.877 ,30 ,1:37.356
5 ,1:40.474 ,31 ,1:37.149
6 ,1:39.765 ,32 ,1:37.125
7 ,1:39.293 ,33 ,1:37.465
8 ,1:39.319 ,34 ,2:12.759
9 ,1:39.567 ,35 ,1:58.039
10 ,1:39.291 ,36 ,1:38.068
11 ,1:39.481 ,37 ,1:37.600
12 ,1:39.871 ,38 ,1:49.338
13 ,1:39.349 ,39 ,1:49.591
14 ,1:39.566 ,40 ,1:43.748
15 ,1:39.357 ,41 ,1:43.864
16 ,1:39.398 ,42 ,1:41.184
17 ,1:39.470 ,43 P ,1:41.160
18 ,1:39.838 ,44 ,2:09.721
19 P ,1:37.846 ,45 ,1:52.659
20 ,1:56.349 ,46 ,1:51.473
21 ,1:37.274 ,47 ,1:50.676
22 ,1:37.227 ,48 ,1:50.344
23 ,1:37.501 ,49 ,1:50.625
24 ,1:37.187 ,50 ,1:50.510
25 ,1:37.358 ,51 ,1:50.997
26 ,1:37.344 ,52 ,1:52.028
LAP  ,TIME,LAP  ,TIME
1 ,13:05:25 ,3 ,2:20.776
2 ,2:32.969,"",""
LAP  ,TIME,LAP  ,TIME
1 ,13:05:22 ,17 ,1:39.265
2 ,2:33.062 ,18 ,1:39.178
3 ,2:22.148 ,19 ,1:39.090
4 ,1:44.573 ,20 ,1:39.099
5 ,1:42.040 ,21 ,1:39.201
6 ,1:41.176 ,22 ,1:39.536
7 ,1:40.505 ,23 ,1:39.243
8 ,1:40.878 ,24 ,1:38.776
9 ,1:40.975 ,25 ,1:38.918
10 ,1:40.754 ,26 ,1:38.697
11 ,1:40.410 ,27 ,1:39.153
12 P ,1:38.896 ,28 ,1:38.965
13 ,2:01.168 ,29 ,1:39.049
14 ,1:40.062 ,30 ,1:39.303
15 ,1:40.376 ,31 ,1:39.411
16 ,1:40.685,"",""
98 ,R. MERHI
77 ,V. BOTTAS
LAP  ,TIME,LAP  ,TIME
1 ,13:05:29 ,26 ,1:42.324
2 ,2:31.584 ,27 ,1:47.637
3 ,2:18.970 ,28 ,1:42.826
4 ,1:46.409 ,29 ,1:45.161
5 ,1:44.842 ,30 ,1:44.358
6 ,1:44.135 ,31 ,1:44.081
7 ,1:43.597 ,32 ,1:56.394
8 ,1:43.775 ,33 ,2:08.564
9 ,1:43.646 ,34 ,1:53.323
10 ,1:43.893 ,35 ,1:45.100
11 ,1:43.732 ,36 P ,1:54.265
12 ,1:45.721 ,37 ,2:15.690
13 ,1:43.790 ,38 ,1:53.456
14 ,1:43.744 ,39 ,1:56.531
15 ,1:43.247 ,40 ,1:56.267
16 ,1:43.792 ,41 ,1:58.391
17 ,1:44.081 ,42 ,2:05.288
18 ,1:43.308 ,43 ,2:12.965
19 ,1:43.340 ,44 P ,2:03.617
20 ,1:43.390 ,45 ,2:18.075
21 ,1:43.128 ,46 ,1:55.336
22 ,1:43.394 ,47 ,1:55.244
23 ,1:43.349 ,48 ,1:57.169
24 ,1:42.929 ,49 ,1:57.692
25 ,1:42.859,"",""
LAP  ,TIME,LAP  ,TIME
1 ,13:05:16 ,27 ,1:37.560
2 ,2:33.435 ,28 ,1:37.856
3 ,2:25.843 ,29 ,1:37.639
4 ,1:41.208 ,30 ,1:37.561
5 ,1:40.396 ,31 ,1:37.598
6 ,1:39.651 ,32 ,1:37.513
7 ,1:39.445 ,33 ,1:38.155
8 ,1:39.480 ,34 ,2:12.608
9 ,1:39.672 ,35 ,1:57.898
10 ,1:39.430 ,36 ,1:39.301
11 ,1:39.572 ,37 ,1:39.124
12 ,1:39.469 ,38 ,1:48.684
13 ,1:39.557 ,39 ,1:49.349
14 ,1:39.439 ,40 ,1:45.638
15 ,1:39.404 ,41 ,1:42.971
16 ,1:39.398 ,42 ,1:42.893
17 ,1:39.752 ,43 ,1:47.345
18 ,1:39.560 ,44 P ,2:04.140
19 ,1:39.387 ,45 ,2:23.106
20 ,1:39.184 ,46 ,1:55.218
21 P ,1:36.610 ,47 ,1:54.474
22 ,1:58.416 ,48 ,1:53.002
23 ,1:37.775 ,49 ,1:52.862
24 ,1:37.627 ,50 ,1:53.688
25 ,1:37.630 ,51 ,1:54.060
26 ,1:37.698 ,52 ,1:53.082
