3 ,D. RICCIARDO
5 ,S. VETTEL
6 ,N. ROSBERG
LAP  ,TIME,LAP  ,TIME
13 ,1:34.211 ,42 ,1:32.855
14 ,1:34.180 ,43 ,1:32.905
15 ,1:34.385 ,44 ,1:33.058
16 ,1:33.596 ,45 ,1:33.440
17 ,1:33.549 ,46 ,1:32.612
18 ,1:33.850 ,47 ,1:32.632
19 ,1:33.745 ,48 ,1:33.013
20 ,1:34.118 ,49 ,1:33.188
21 ,1:34.248 ,50 ,1:33.766
22 ,1:33.722 ,51 ,1:33.919
23 ,1:34.264 ,52 ,1:33.797
24 ,1:34.091 ,53 ,1:34.053
25 P ,1:54.815 ,54 ,1:33.015
26 ,1:40.836 ,55 ,1:32.788
27 ,1:32.766 ,56 ,1:33.371
28 ,1:32.931 ,57 ,1:33.957
29 ,1:33.376 ,58 ,1:36.630
LAP  ,TIME,LAP  ,TIME
19 ,F. MASSA
20 ,K. MAGNUSSEN
22 ,J. BUTTON
LAP  ,TIME,LAP  ,TIME
1 ,16:05:58 ,30 ,1:32.910
2 ,2:24.418 ,31 ,1:32.755
3 ,2:14.436 ,32 ,1:32.813
4 ,1:35.150 ,33 ,1:32.776
5 ,1:33.928 ,34 ,1:32.857
6 ,1:33.470 ,35 ,1:32.612
7 ,1:33.205 ,36 ,1:32.607
8 ,1:33.576 ,37 ,1:32.293
9 ,1:33.212 ,38 ,1:32.444
10 ,1:33.054 ,39 ,1:32.910
11 ,1:33.171 ,40 ,1:32.776
12 ,1:33.484 ,41 ,1:32.747
13 ,1:33.355 ,42 ,1:32.358
14 ,1:33.354 ,43 ,1:32.141
15 ,1:33.517 ,44 ,1:32.091
16 ,1:33.247 ,45 ,1:31.947
17 ,1:33.159 ,46 ,1:32.273
18 ,1:33.245 ,47 ,1:32.073
19 ,1:33.195 ,48 ,1:31.802
20 ,1:33.141 ,49 ,1:31.931
21 P ,1:51.561 ,50 ,1:31.719
22 ,1:38.947 ,51 ,1:31.859
23 ,1:34.555 ,52 ,1:31.857
24 ,1:32.072 ,53 ,1:32.289
25 ,1:33.042 ,54 ,1:31.784
26 ,1:32.580 ,55 ,1:31.944
27 ,1:33.059 ,56 ,1:31.753
28 ,1:33.220 ,57 ,1:32.000
29 ,1:33.118 ,58 ,1:32.358
LAP  ,TIME,LAP  ,TIME
LAP  ,TIME,LAP  ,TIME
1 ,16:06:07 ,29 ,1:34.964
2 ,2:24.513 ,30 ,1:34.898
3 ,2:09.601 ,31 ,1:35.926
4 ,1:38.571 ,32 ,1:36.947
5 ,1:37.812 ,33 ,1:35.934
6 ,1:36.461 ,34 ,1:36.961
7 ,1:36.027 ,35 ,1:35.420
8 ,1:36.674 ,36 ,1:34.893
9 ,1:36.378 ,37 ,1:35.124
10 ,1:36.925 ,38 ,1:34.945
11 ,1:36.418 ,39 ,1:35.133
12 ,1:37.360 ,40 ,1:34.860
13 ,1:36.187 ,41 ,1:35.024
14 ,1:37.545 ,42 ,1:36.083
15 ,1:36.676 ,43 ,1:35.475
16 ,1:36.243 ,44 ,1:38.364
17 ,1:36.328 ,45 ,1:35.414
18 ,1:35.995 ,46 ,1:34.526
19 ,1:36.163 ,47 ,1:34.727
20 ,1:36.138 ,48 ,1:34.512
21 ,1:36.193 ,49 ,1:35.167
22 ,1:36.217 ,50 ,1:37.880
23 ,1:35.643 ,51 ,1:35.804
24 ,1:35.569 ,52 ,1:35.688
25 ,1:35.448 ,53 ,1:35.542
26 ,1:35.845 ,54 ,1:35.344
27 P ,1:55.831 ,55 ,1:34.240
28 ,1:41.542 ,56 ,1:33.338
26 ,D. KVYAT
27 ,N. HULKENBERG
33 ,M. VERSTAPPEN
LAP  ,TIME,LAP  ,TIME
LAP  ,TIME,LAP  ,TIME
1 ,16:06:05 ,30 ,1:34.366
2 ,2:24.593 ,31 ,1:34.287
3 ,2:09.971 ,32 ,1:34.215
4 ,1:37.991 ,33 ,1:34.012
5 ,1:35.944 ,34 ,1:34.276
6 ,1:35.314 ,35 ,1:33.759
7 ,1:35.164 ,36 ,1:34.163
8 ,1:35.427 ,37 ,1:33.869
9 ,1:34.908 ,38 ,1:33.980
10 ,1:35.057 ,39 ,1:34.013
11 ,1:35.027 ,40 ,1:33.956
12 ,1:34.721 ,41 ,1:34.363
13 ,1:34.772 ,42 ,1:34.132
14 ,1:34.820 ,43 ,1:37.500
15 ,1:35.115 ,44 P ,1:51.359
16 ,1:34.734 ,45 ,1:40.857
17 ,1:34.765 ,46 ,1:32.240
18 ,1:34.710 ,47 ,1:32.273
19 ,1:34.815 ,48 ,1:31.970
20 ,1:34.987 ,49 ,1:31.975
21 P ,1:52.768 ,50 ,1:32.071
22 ,1:39.484 ,51 ,1:32.406
23 ,1:33.521 ,52 ,1:33.116
24 ,1:33.857 ,53 ,1:32.731
25 ,1:34.403 ,54 ,1:32.521
26 ,1:34.608 ,55 ,1:32.950
27 ,1:34.317 ,56 ,1:32.676
28 ,1:34.385 ,57 ,1:33.330
29 ,1:34.415,"",""
LAP  ,TIME,LAP  ,TIME
1 ,16:06:05 ,17 ,1:34.301
2 ,2:23.966 ,18 ,1:34.535
3 ,2:10.745 ,19 ,1:34.842
4 ,1:37.782 ,20 ,1:34.690
5 ,1:35.735 ,21 ,1:34.546
6 ,1:35.370 ,22 ,1:34.641
7 ,1:35.040 ,23 ,1:34.477
8 ,1:35.169 ,24 ,1:34.482
9 ,1:34.721 ,25 ,1:34.805
10 ,1:35.157 ,26 ,1:34.717
11 ,1:35.126 ,27 ,1:35.096
12 ,1:35.029 ,28 ,1:34.663
13 ,1:34.588 ,29 ,1:34.529
14 ,1:35.034 ,30 ,1:34.295
15 ,1:34.982 ,31 ,1:34.829
16 ,1:34.439 ,32 P ,1:54.110
44 ,L. HAMILTON
55 ,C. SAINZ
LAP  ,TIME,LAP  ,TIME
1 ,16:05:55 ,30 ,1:32.005
2 ,2:26.005 ,31 ,1:31.676
3 ,2:13.785 ,32 ,1:31.953
4 ,1:33.493 ,33 ,1:31.875
5 ,1:32.765 ,34 ,1:33.071
6 ,1:32.685 ,35 ,1:31.995
7 ,1:32.593 ,36 ,1:31.562
8 ,1:32.899 ,37 ,1:31.514
9 ,1:32.933 ,38 ,1:31.134
10 ,1:32.911 ,39 ,1:31.208
11 ,1:32.742 ,40 ,1:31.825
12 ,1:32.432 ,41 ,1:31.347
13 ,1:32.491 ,42 ,1:31.982
14 ,1:33.033 ,43 ,1:31.541
15 ,1:33.177 ,44 ,1:31.693
16 ,1:32.458 ,45 ,1:31.229
17 ,1:32.148 ,46 ,1:31.177
18 ,1:32.462 ,47 ,1:31.649
19 ,1:32.347 ,48 ,1:31.224
20 ,1:32.306 ,49 ,1:31.023
21 ,1:31.940 ,50 ,1:30.945
22 ,1:32.405 ,51 ,1:31.804
23 ,1:32.791 ,52 ,1:32.242
24 ,1:32.925 ,53 ,1:31.708
25 P ,1:51.204 ,54 ,1:31.273
26 ,1:39.012 ,55 ,1:31.358
27 ,1:33.021 ,56 ,1:30.993
28 ,1:33.241 ,57 ,1:31.400
29 ,1:32.824 ,58 ,1:31.645
LAP  ,TIME,LAP  ,TIME
1 ,16:06:01 ,30 ,1:33.566
2 ,2:23.584 ,31 ,1:33.706
3 ,2:13.584 ,32 ,1:34.073
4 ,1:37.662 ,33 ,1:36.786
5 ,1:35.195 ,34 ,1:35.504
6 ,1:34.557 ,35 ,1:35.640
7 ,1:35.417 ,36 ,1:35.828
8 ,1:34.392 ,37 ,1:35.719
9 ,1:34.604 ,38 ,1:35.781
10 ,1:34.350 ,39 ,1:34.286
11 ,1:34.588 ,40 ,1:36.271
12 ,1:34.561 ,41 ,1:33.544
13 ,1:34.846 ,42 ,1:33.428
14 ,1:34.740 ,43 ,1:33.971
15 ,1:34.708 ,44 ,1:33.529
16 ,1:34.234 ,45 ,1:33.459
17 ,1:34.313 ,46 ,1:33.869
18 ,1:34.522 ,47 ,1:33.570
19 ,1:34.232 ,48 ,1:33.229
20 ,1:34.696 ,49 ,1:32.872
21 ,1:34.300 ,50 ,1:33.024
22 ,1:34.799 ,51 ,1:33.074
23 ,1:34.933 ,52 ,1:33.646
24 P ,2:26.974 ,53 ,1:33.449
25 ,1:40.615 ,54 ,1:34.977
26 ,1:33.226 ,55 ,1:33.366
27 ,1:33.081 ,56 ,1:34.074
28 ,1:33.462 ,57 ,1:35.328
29 ,1:34.067,"",""
