5 ,S. VETTEL
6 ,N. ROSBERG
3 ,D. RICCIARDO
LAP  ,TIME,LAP  ,TIME
7 ,1:58.758 ,29 ,2:11.235
8 ,1:59.863 ,30 ,1:54.022
9 P ,2:03.476 ,31 ,1:54.847
10 ,2:13.458 ,32 ,1:54.776
11 ,1:57.650 ,33 ,1:54.483
12 ,1:58.053 ,34 ,1:54.787
13 ,1:58.188 ,35 ,1:55.130
14 ,1:57.771 ,36 ,1:55.537
15 ,1:57.515 ,37 ,1:54.984
16 ,1:57.689 ,38 ,1:55.525
17 ,1:58.454 ,39 ,1:55.453
18 ,1:57.544 ,40 ,1:55.474
19 ,1:57.270 ,41 ,1:55.523
20 ,1:57.991 ,42 ,1:56.385
21 ,2:30.955 ,43 ,1:56.466
22 ,1:56.892,"",""
12 ,F. NASR
13 ,P. MALDONADO
11 ,S. PEREZ
LAP  ,TIME,LAP  ,TIME
1 ,14:08:57 ,23 ,1:54.809
2 ,1:56.197 ,24 ,1:55.350
3 ,1:56.477 ,25 ,1:55.141
4 ,1:56.408 ,26 ,1:55.369
5 ,1:56.767 ,27 ,1:55.114
6 ,1:56.894 ,28 ,1:55.000
7 ,1:57.398 ,29 ,1:54.796
8 P ,2:02.276 ,30 ,1:55.355
9 ,2:10.750 ,31 ,1:55.696
10 ,1:56.369 ,32 ,1:55.642
11 ,1:57.143 ,33 ,1:55.364
12 ,1:56.262 ,34 ,1:55.031
13 ,1:57.055 ,35 ,1:55.519
14 ,1:56.753 ,36 ,1:55.893
15 ,1:56.389 ,37 ,1:55.622
16 ,1:56.311 ,38 ,1:56.045
17 ,1:56.761 ,39 ,1:56.168
18 ,1:57.296 ,40 ,1:56.377
19 ,1:57.409 ,41 ,1:57.620
20 P ,2:03.737 ,42 ,1:58.454
21 ,2:42.366 ,43 ,1:57.178
22 ,1:56.959,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:09:06 ,23 ,1:57.222
2 ,2:00.918 ,24 ,1:57.045
3 ,1:57.999 ,25 ,1:57.649
4 ,1:59.867 ,26 ,1:57.227
5 ,1:59.403 ,27 P ,2:01.768
6 ,1:59.377 ,28 ,2:07.596
7 ,1:59.304 ,29 ,1:53.991
8 ,1:59.982 ,30 ,1:54.570
9 ,2:01.265 ,31 ,1:54.490
10 P ,2:05.666 ,32 ,1:54.634
11 ,2:12.149 ,33 ,1:54.814
12 ,1:56.888 ,34 ,1:55.379
13 ,1:56.667 ,35 ,1:55.572
14 ,1:57.074 ,36 ,1:56.075
15 ,1:57.626 ,37 ,1:55.880
16 ,1:57.837 ,38 ,1:55.421
17 ,1:57.653 ,39 ,1:55.079
18 ,1:57.463 ,40 ,1:56.245
19 ,1:57.595 ,41 ,1:56.917
20 ,2:02.902 ,42 ,1:57.525
21 ,2:26.932 ,43 ,1:58.268
22 ,1:56.970,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:09:01 ,2 P ,3:35.871
19 ,F. MASSA
22 ,J. BUTTON
14 ,F. ALONSO
LAP  ,TIME,LAP  ,TIME
1 ,14:09:06 ,22 ,1:55.522
2 ,1:59.610 ,23 ,1:56.338
3 ,1:59.196 ,24 ,1:56.706
4 ,1:59.487 ,25 ,1:56.844
5 ,1:59.864 ,26 ,1:56.938
6 ,1:59.348 ,27 ,1:56.470
7 ,1:59.326 ,28 ,1:56.579
8 P ,2:04.154 ,29 ,1:57.029
9 ,2:11.646 ,30 ,1:57.034
10 ,1:58.971 ,31 ,1:57.986
11 ,1:58.674 ,32 P ,2:01.603
12 ,1:58.552 ,33 ,2:11.203
13 ,1:58.642 ,34 ,1:53.692
14 ,1:58.348 ,35 ,1:56.343
15 ,1:58.149 ,36 ,1:57.827
16 ,1:58.158 ,37 ,1:56.038
17 ,1:59.021 ,38 ,1:56.543
18 ,1:58.496 ,39 ,1:55.741
19 ,1:58.330 ,40 ,1:56.844
20 P ,2:07.629 ,41 ,1:57.403
21 ,2:33.685 ,42 ,1:56.808
LAP  ,TIME,LAP  ,TIME
1 ,14:09:02 ,23 ,1:54.093
2 ,1:58.074 ,24 ,1:54.738
3 ,1:56.968 ,25 ,1:54.935
4 ,1:57.413 ,26 ,1:55.158
5 ,1:57.948 ,27 ,1:54.866
6 ,1:58.673 ,28 ,1:55.075
7 ,1:58.346 ,29 ,1:54.907
8 ,1:59.074 ,30 ,1:54.830
9 P ,2:02.936 ,31 ,1:55.460
10 ,2:10.819 ,32 ,1:55.139
11 ,1:56.237 ,33 ,1:55.488
12 ,1:56.266 ,34 ,1:55.180
13 ,1:56.424 ,35 ,1:55.361
14 ,1:56.687 ,36 ,1:55.767
15 ,1:56.100 ,37 ,1:55.821
16 ,1:56.075 ,38 ,1:56.212
17 ,1:56.404 ,39 ,1:55.852
18 ,1:57.104 ,40 ,1:57.466
19 ,1:56.430 ,41 ,1:56.480
20 ,1:56.654 ,42 ,1:58.398
21 P ,2:29.690 ,43 ,1:57.859
22 ,2:09.009,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:09:06 ,22 ,1:56.901
2 ,2:00.810 ,23 ,1:57.028
3 ,2:00.798 ,24 ,1:57.671
4 ,2:00.759 ,25 ,1:57.682
5 ,2:00.081 ,26 ,1:57.565
6 ,2:00.603 ,27 ,1:58.827
7 ,2:00.330 ,28 ,1:57.454
8 ,2:00.960 ,29 ,2:00.627
9 ,2:01.102 ,30 ,1:58.014
10 ,2:01.761 ,31 ,1:58.280
11 P ,2:05.341 ,32 ,1:59.674
12 ,2:12.927 ,33 ,1:58.944
13 ,1:59.030 ,34 ,1:59.076
14 ,1:58.854 ,35 P ,2:03.412
15 ,1:58.709 ,36 ,2:09.569
16 ,1:58.382 ,37 ,1:55.869
17 ,1:59.218 ,38 ,1:55.533
18 ,1:58.913 ,39 ,1:56.003
19 ,1:59.345 ,40 ,1:56.242
20 P ,2:12.974 ,41 ,1:58.331
21 ,2:28.503 ,42 ,1:58.154
27 ,N. HULKENBERG
28 ,W. STEVENS
26 ,D. KVYAT
LAP  ,TIME,LAP  ,TIME
1 ,14:09:03 ,23 ,1:56.326
2 ,1:57.907 ,24 ,1:56.743
3 ,1:56.706 ,25 ,1:56.751
4 ,1:57.520 ,26 ,1:56.307
5 ,1:57.581 ,27 P ,2:00.629
6 ,1:56.529 ,28 ,2:07.039
7 ,1:57.741 ,29 ,1:53.032
8 ,1:59.742 ,30 ,1:53.835
9 P ,2:03.005 ,31 ,1:54.054
10 ,2:10.916 ,32 ,1:53.834
11 ,1:56.364 ,33 ,1:53.564
12 ,1:56.288 ,34 ,1:53.780
13 ,1:56.186 ,35 ,1:53.806
14 ,1:56.762 ,36 ,1:54.216
15 ,1:56.296 ,37 ,1:54.244
16 ,1:56.257 ,38 ,1:56.229
17 ,1:56.771 ,39 ,1:55.870
18 ,1:56.546 ,40 ,1:55.550
19 ,1:56.253 ,41 ,1:53.965
20 ,1:56.933 ,42 ,1:55.574
21 ,2:26.893 ,43 ,1:54.982
22 ,2:01.920,"",""
LAP  ,TIME,LAP  ,TIME
LAP  ,TIME,LAP  ,TIME
1 ,14:09:09 ,22 ,2:00.889
2 ,2:00.954 ,23 ,1:59.303
3 ,2:01.458 ,24 ,1:59.448
4 ,2:01.053 ,25 ,1:59.330
5 ,2:00.782 ,26 ,1:59.298
6 ,2:00.803 ,27 ,1:59.300
7 ,2:01.053 ,28 ,2:01.395
8 ,2:01.678 ,29 ,1:59.939
9 ,2:01.982 ,30 P ,2:05.474
10 ,2:02.041 ,31 ,2:14.082
11 ,2:02.170 ,32 ,1:59.217
12 ,2:01.908 ,33 ,1:58.150
13 ,2:01.719 ,34 ,1:58.447
14 ,2:01.858 ,35 ,1:58.388
15 ,2:02.366 ,36 ,1:58.374
16 P ,2:06.491 ,37 ,1:58.469
17 ,2:13.655 ,38 ,2:00.340
18 ,1:58.941 ,39 ,2:00.081
19 ,1:59.281 ,40 ,1:58.834
20 ,2:17.421 ,41 ,1:59.377
21 ,2:12.816 ,42 ,1:59.019
44 ,L. HAMILTON
55 ,C. SAINZ
33 ,M. VERSTAPPEN
LAP  ,TIME,LAP  ,TIME
1 ,14:09:04 ,23 ,1:54.839
2 ,1:57.181 ,24 ,1:55.329
3 ,1:58.205 ,25 ,1:55.220
4 ,1:56.651 ,26 ,1:55.510
5 ,1:57.450 ,27 ,1:55.344
6 ,1:57.752 ,28 ,1:55.325
7 ,1:58.086 ,29 ,1:55.712
8 ,1:59.109 ,30 ,1:55.499
9 P ,2:03.130 ,31 ,1:55.621
10 ,2:13.412 ,32 P ,2:00.032
11 ,1:56.835 ,33 ,2:06.277
12 ,1:55.914 ,34 ,1:53.425
13 ,1:56.645 ,35 ,1:53.389
14 ,1:56.185 ,36 ,1:53.276
15 ,1:56.045 ,37 ,1:53.460
16 ,1:55.828 ,38 ,1:53.730
17 ,1:56.629 ,39 ,1:55.023
18 ,1:56.405 ,40 ,1:54.074
19 ,1:56.411 ,41 ,1:53.876
20 ,1:56.792 ,42 ,1:54.950
21 P ,2:29.328 ,43 ,1:57.717
22 ,2:09.037,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:08:56 ,23 ,1:55.330
2 ,1:56.039 ,24 ,1:54.673
3 ,1:56.017 ,25 ,1:54.315
4 ,1:55.782 ,26 ,1:54.550
5 ,1:55.735 ,27 ,1:54.880
6 ,1:55.722 ,28 ,1:54.443
7 ,1:56.180 ,29 ,1:54.844
8 ,1:56.122 ,30 P ,2:00.323
9 ,1:56.440 ,31 ,2:07.623
10 ,1:57.096 ,32 ,1:53.893
11 ,1:56.828 ,33 ,1:53.188
12 ,1:57.073 ,34 ,1:52.504
13 P ,2:01.494 ,35 ,1:52.766
14 ,2:08.998 ,36 ,1:52.748
15 ,1:54.938 ,37 ,1:53.774
16 ,1:54.679 ,38 ,1:53.973
17 ,1:54.861 ,39 ,1:54.125
18 ,1:54.827 ,40 ,1:54.131
19 ,1:55.241 ,41 ,1:54.222
20 ,1:55.751 ,42 ,1:54.799
21 ,2:17.948 ,43 ,1:55.397
22 ,2:08.694,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:12:46 ,17 ,1:57.053
2 ,2:18.254 ,18 ,1:57.675
3 ,1:57.446 ,19 ,2:29.555
4 ,1:57.826 ,20 ,1:58.208
5 P ,2:02.090 ,21 ,1:57.510
6 ,2:12.067 ,22 ,1:59.092
7 ,1:58.435 ,23 P ,2:03.779
8 ,1:57.638 ,24 ,2:09.008
9 ,1:57.546 ,25 ,1:54.680
10 ,1:57.273 ,26 ,1:54.803
11 ,1:57.051 ,27 ,1:55.302
12 ,1:57.655 ,28 ,1:55.392
13 ,1:57.040 ,29 ,1:55.637
14 ,1:57.183 ,30 ,1:56.046
15 ,1:57.172 ,31 ,1:55.343
16 ,1:57.625 ,32 P ,2:00.801
98 ,R. MERHI
77 ,V. BOTTAS
LAP  ,TIME,LAP  ,TIME
1 ,14:09:00 ,23 ,1:54.646
2 ,1:58.359 ,24 ,1:55.732
3 ,1:56.793 ,25 ,1:55.420
4 ,1:57.281 ,26 ,1:54.787
5 ,1:57.420 ,27 ,1:54.907
6 ,1:57.702 ,28 ,1:54.834
7 ,1:58.358 ,29 ,1:55.710
8 P ,2:04.316 ,30 ,1:54.903
9 ,2:10.342 ,31 ,1:54.899
10 ,1:56.794 ,32 ,1:55.183
11 ,1:56.498 ,33 ,1:55.079
12 ,1:56.565 ,34 ,1:54.942
13 ,1:56.373 ,35 ,1:55.110
14 ,1:56.578 ,36 ,1:54.841
15 P ,2:00.787 ,37 ,1:54.978
16 ,2:04.233 ,38 ,1:55.340
17 ,1:56.692 ,39 ,1:57.543
18 ,1:56.367 ,40 ,1:55.491
19 ,1:56.158 ,41 ,1:55.316
20 ,1:57.186 ,42 ,1:56.758
21 P ,2:32.626 ,43 ,1:56.141
22 ,2:09.969,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:09:07 ,22 ,1:59.822
2 ,2:01.686 ,23 ,2:01.377
3 ,2:01.276 ,24 ,1:59.132
4 ,2:00.956 ,25 ,1:59.367
5 ,2:00.513 ,26 ,1:59.412
6 ,2:00.812 ,27 ,1:59.336
7 ,2:00.782 ,28 ,1:59.195
8 ,2:01.598 ,29 P ,2:05.604
9 ,2:01.383 ,30 ,2:13.863
10 ,2:01.689 ,31 ,1:58.904
11 ,2:01.841 ,32 ,1:58.174
12 ,2:02.218 ,33 ,1:59.226
13 ,2:02.011 ,34 ,1:58.622
14 ,2:01.987 ,35 ,1:58.291
15 P ,2:06.602 ,36 ,1:58.180
16 ,2:13.561 ,37 ,1:58.224
17 ,1:59.413 ,38 ,1:58.196
18 ,1:59.543 ,39 ,1:58.260
19 ,1:59.670 ,40 ,1:58.351
20 ,2:16.116 ,41 ,2:00.608
21 ,2:14.070 ,42 ,1:58.805
