6 ,N. ROSBERG
3 ,D. RICCIARDO
5 ,S. VETTEL
LAP  ,TIME,LAP  ,TIME
24 P ,1:35.356 ,50 ,1:29.369
25 ,1:51.150 ,51 ,1:28.653
26 ,1:30.722 ,52 ,1:29.970
LAP  ,TIME,LAP  ,TIME
1 P ,14:05:39,"",""
22 ,J. BUTTON
14 ,F. ALONSO
19 ,F. MASSA
LAP  ,TIME,LAP  ,TIME
1 ,14:04:59 ,25 ,1:31.061
2 ,1:33.343 ,26 ,1:31.774
3 ,1:32.554 ,27 ,1:31.045
4 ,1:31.723 ,28 P ,1:35.756
5 ,1:31.828 ,29 ,1:50.290
6 ,1:31.619 ,30 ,1:29.488
7 ,1:31.623 ,31 ,1:30.127
8 ,1:31.734 ,32 ,1:29.628
9 ,1:31.958 ,33 ,1:29.822
10 ,1:31.617 ,34 ,1:29.902
11 ,1:31.457 ,35 ,1:29.529
12 ,1:32.186 ,36 ,1:29.457
13 ,1:31.282 ,37 ,1:29.611
14 ,1:31.638 ,38 ,1:30.202
15 ,1:31.676 ,39 ,1:29.500
16 ,1:31.322 ,40 ,1:29.447
17 ,1:31.580 ,41 ,1:29.577
18 ,1:32.027 ,42 ,1:29.285
19 ,1:31.411 ,43 ,1:29.466
20 ,1:32.403 ,44 ,1:29.369
21 ,1:31.260 ,45 ,1:29.815
22 ,1:31.141 ,46 P ,1:37.715
23 ,1:31.889 ,47 P ,1:58.419
24 ,1:30.982,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:04:52 ,28 ,1:28.643
2 ,1:29.141 ,29 ,1:28.369
3 ,1:28.859 ,30 ,1:28.194
4 ,1:28.976 ,31 ,1:27.874
5 ,1:28.778 ,32 ,1:28.028
6 ,1:28.744 ,33 ,1:28.132
7 ,1:28.820 ,34 ,1:28.008
8 ,1:28.741 ,35 ,1:28.215
9 ,1:29.051 ,36 ,1:28.114
10 ,1:29.113 ,37 ,1:28.203
11 ,1:28.997 ,38 ,1:28.331
12 ,1:29.081 ,39 ,1:28.248
13 ,1:29.416 ,40 ,1:28.452
14 ,1:29.508 ,41 ,1:28.348
15 ,1:29.816 ,42 ,1:28.150
16 ,1:29.808 ,43 ,1:28.070
17 ,1:29.866 ,44 ,1:27.979
18 ,1:29.805 ,45 ,1:28.245
19 P ,1:34.307 ,46 ,1:28.322
20 ,1:49.339 ,47 ,1:28.243
21 ,1:28.463 ,48 ,1:28.749
22 ,1:28.628 ,49 ,1:28.482
23 ,1:28.489 ,50 ,1:28.368
24 ,1:28.507 ,51 ,1:28.354
25 ,1:28.523 ,52 ,1:28.488
26 ,1:28.497 ,53 ,1:29.518
27 ,1:28.437,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:04:58 ,27 ,1:30.985
2 ,1:31.506 ,28 ,1:30.301
3 ,1:31.192 ,29 ,1:30.744
4 ,1:31.213 ,30 ,1:30.087
5 ,1:31.011 ,31 ,1:29.959
6 ,1:31.420 ,32 ,1:29.954
7 ,1:33.111 ,33 ,1:29.766
8 ,1:31.902 ,34 ,1:31.879
9 ,1:31.634 ,35 ,1:30.040
10 ,1:31.654 ,36 ,1:31.891
11 ,1:31.147 ,37 ,1:30.299
12 ,1:31.131 ,38 ,1:30.713
13 ,1:31.145 ,39 ,1:30.482
14 ,1:31.262 ,40 ,1:30.688
15 ,1:31.707 ,41 ,1:30.014
16 ,1:32.649 ,42 ,1:30.022
17 ,1:31.431 ,43 ,1:29.879
18 ,1:31.100 ,44 ,1:29.845
19 ,1:31.030 ,45 ,1:30.023
20 ,1:30.959 ,46 ,1:29.966
21 ,1:31.030 ,47 ,1:30.022
22 ,1:31.122 ,48 ,1:29.914
23 ,1:30.815 ,49 ,1:30.085
24 ,1:31.590 ,50 ,1:31.736
25 P ,1:34.944 ,51 ,1:30.133
26 ,1:49.863 ,52 ,1:29.784
28 ,W. STEVENS
26 ,D. KVYAT
27 ,N. HULKENBERG
LAP  ,TIME,LAP  ,TIME
1 ,14:05:00 ,27 P ,1:34.698
2 ,1:32.558 ,28 ,1:48.685
3 ,1:31.369 ,29 ,1:28.545
4 ,1:31.069 ,30 ,1:28.279
5 ,1:30.630 ,31 ,1:28.358
6 ,1:30.120 ,32 ,1:28.436
7 ,1:31.339 ,33 ,1:28.315
8 ,1:30.595 ,34 ,1:28.796
9 ,1:30.792 ,35 ,1:28.422
10 ,1:30.682 ,36 ,1:28.769
11 ,1:30.061 ,37 ,1:28.610
12 ,1:29.959 ,38 ,1:28.657
13 ,1:30.004 ,39 ,1:28.231
14 ,1:30.359 ,40 ,1:28.330
15 ,1:30.179 ,41 ,1:28.333
16 ,1:30.386 ,42 ,1:28.381
17 ,1:30.023 ,43 ,1:28.487
18 ,1:29.837 ,44 ,1:28.450
19 ,1:29.694 ,45 ,1:28.560
20 ,1:29.788 ,46 ,1:30.164
21 ,1:29.659 ,47 ,1:28.563
22 ,1:29.777 ,48 ,1:29.233
23 ,1:29.899 ,49 ,1:28.687
24 ,1:31.352 ,50 ,1:28.495
25 ,1:29.960 ,51 ,1:28.810
26 ,1:30.308 ,52 ,1:28.990
LAP  ,TIME,LAP  ,TIME
1 ,14:04:57 ,27 ,1:29.480
2 ,1:30.153 ,28 ,1:29.283
3 ,1:29.643 ,29 ,1:29.358
4 ,1:29.743 ,30 ,1:29.203
5 ,1:29.498 ,31 ,1:28.965
6 ,1:29.451 ,32 ,1:29.142
7 ,1:29.561 ,33 ,1:29.874
8 ,1:29.589 ,34 ,1:29.205
9 ,1:29.627 ,35 ,1:29.011
10 ,1:29.697 ,36 ,1:28.913
11 ,1:29.774 ,37 ,1:29.008
12 ,1:29.718 ,38 ,1:29.173
13 ,1:29.898 ,39 ,1:29.095
14 ,1:29.809 ,40 ,1:29.120
15 ,1:29.910 ,41 ,1:29.112
16 ,1:29.925 ,42 ,1:29.072
17 ,1:29.891 ,43 ,1:28.945
18 P ,1:34.255 ,44 ,1:29.066
19 ,1:48.874 ,45 ,1:29.041
20 ,1:29.281 ,46 ,1:29.183
21 ,1:29.595 ,47 ,1:29.232
22 ,1:29.578 ,48 ,1:29.194
23 ,1:29.561 ,49 ,1:29.120
24 ,1:29.734 ,50 ,1:29.152
25 ,1:29.591 ,51 ,1:29.792
26 ,1:29.311 ,52 ,1:30.441
LAP  ,TIME,LAP  ,TIME
1 ,14:05:00 ,27 ,1:57.244
2 ,1:33.900 ,28 ,1:31.440
3 ,1:32.447 ,29 ,1:34.190
4 ,1:32.251 ,30 ,1:31.227
5 ,1:32.146 ,31 ,1:31.574
6 ,1:32.000 ,32 ,1:31.510
7 ,1:32.154 ,33 ,1:31.730
8 ,1:32.224 ,34 ,1:31.746
9 ,1:32.688 ,35 ,1:33.102
10 ,1:32.547 ,36 ,1:31.562
11 ,1:32.663 ,37 ,1:32.678
12 ,1:32.370 ,38 ,1:31.925
13 ,1:32.997 ,39 ,1:31.410
14 ,1:32.653 ,40 ,1:31.289
15 ,1:33.117 ,41 ,1:31.530
16 ,1:32.448 ,42 ,1:33.735
17 ,1:32.643 ,43 ,1:32.019
18 ,1:32.390 ,44 ,1:31.381
19 ,1:33.644 ,45 ,1:31.340
20 ,1:32.557 ,46 ,1:33.323
21 ,1:32.687 ,47 ,1:31.670
22 ,1:33.667 ,48 ,1:31.297
23 ,1:32.347 ,49 ,1:31.519
24 ,1:32.069 ,50 ,1:31.107
25 ,1:32.373 ,51 ,1:31.098
26 P ,1:37.214,"",""
55 ,C. SAINZ
33 ,M. VERSTAPPEN
44 ,L. HAMILTON
LAP  ,TIME,LAP  ,TIME
1 P ,14:05:06 ,27 ,1:29.152
2 ,1:44.916 ,28 ,1:28.795
3 ,1:30.147 ,29 ,1:28.716
4 ,1:29.844 ,30 ,1:28.998
5 ,1:29.589 ,31 ,1:29.221
6 ,1:29.574 ,32 ,1:28.786
7 ,1:29.823 ,33 P ,1:32.978
8 ,1:29.269 ,34 ,1:49.273
9 ,1:29.846 ,35 ,1:27.390
10 ,1:29.814 ,36 ,1:27.651
11 ,1:29.595 ,37 ,1:27.911
12 ,1:29.664 ,38 ,1:27.619
13 ,1:29.769 ,39 ,1:27.589
14 ,1:29.898 ,40 ,1:27.699
15 ,1:30.561 ,41 ,1:27.715
16 ,1:31.258 ,42 ,1:27.472
17 ,1:29.883 ,43 ,1:27.863
18 ,1:29.589 ,44 ,1:27.679
19 P ,1:34.118 ,45 ,1:30.380
20 ,1:50.905 ,46 ,1:30.025
21 ,1:29.160 ,47 ,1:27.948
22 ,1:29.045 ,48 ,1:27.990
23 ,1:29.077 ,49 ,1:27.650
24 ,1:28.967 ,50 ,1:27.981
25 ,1:29.909 ,51 ,1:27.939
26 ,1:29.136 ,52 ,1:28.488
LAP  ,TIME,LAP  ,TIME
1 ,14:04:49 ,28 ,1:27.796
2 ,1:28.033 ,29 ,1:27.628
3 ,1:28.351 ,30 ,1:27.679
4 ,1:28.542 ,31 ,1:27.544
5 ,1:28.065 ,32 ,1:27.690
6 ,1:27.804 ,33 ,1:27.650
7 ,1:27.780 ,34 ,1:27.349
8 ,1:27.975 ,35 ,1:27.125
9 ,1:27.859 ,36 ,1:26.890
10 ,1:28.041 ,37 ,1:27.885
11 ,1:28.100 ,38 ,1:27.410
12 ,1:28.173 ,39 ,1:27.555
13 ,1:28.115 ,40 ,1:27.560
14 ,1:28.123 ,41 ,1:27.578
15 ,1:28.501 ,42 ,1:27.477
16 ,1:28.519 ,43 ,1:27.620
17 ,1:28.239 ,44 ,1:27.582
18 ,1:28.317 ,45 ,1:27.593
19 ,1:28.144 ,46 ,1:27.432
20 ,1:28.308 ,47 ,1:27.233
21 ,1:28.375 ,48 ,1:26.672
22 ,1:28.454 ,49 ,1:27.036
23 ,1:28.130 ,50 ,1:26.985
24 ,1:28.122 ,51 ,1:27.050
25 ,1:28.177 ,52 ,1:28.493
26 P ,1:32.707 ,53 ,1:27.482
27 ,1:48.051,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:04:58 ,27 ,1:29.078
2 ,1:31.738 ,28 ,1:28.799
3 ,1:31.281 ,29 ,1:29.737
4 ,1:30.875 ,30 P ,1:34.084
5 ,1:30.942 ,31 ,1:48.450
6 ,1:31.427 ,32 ,1:27.684
7 ,1:31.015 ,33 ,1:28.028
8 ,1:30.512 ,34 ,1:28.027
9 ,1:30.387 ,35 ,1:27.524
10 P ,1:35.000 ,36 ,1:27.592
11 ,1:55.711 ,37 ,1:28.161
12 ,1:28.801 ,38 ,1:27.510
13 ,1:30.423 ,39 ,1:28.214
14 ,1:29.322 ,40 ,1:27.685
15 ,1:29.650 ,41 ,1:27.600
16 ,1:29.394 ,42 ,1:27.714
17 ,1:29.053 ,43 ,1:28.015
18 ,1:29.229 ,44 ,1:27.960
19 ,1:29.109 ,45 ,1:28.292
20 ,1:29.288 ,46 ,1:28.205
21 ,1:29.267 ,47 ,1:28.134
22 ,1:29.182 ,48 ,1:28.254
23 ,1:29.095 ,49 ,1:28.358
24 ,1:28.780 ,50 ,1:28.172
25 ,1:28.832 ,51 ,1:28.453
26 ,1:29.864 ,52 ,1:28.327
77 ,V. BOTTAS
98 ,R. MERHI
LAP  ,TIME,LAP  ,TIME
1 ,14:04:52 ,28 ,1:28.358
2 ,1:29.448 ,29 ,1:28.162
3 ,1:29.042 ,30 ,1:28.179
4 ,1:28.831 ,31 ,1:28.169
5 ,1:29.073 ,32 ,1:28.221
6 ,1:28.857 ,33 ,1:28.181
7 ,1:28.890 ,34 ,1:28.145
8 ,1:28.972 ,35 ,1:28.027
9 ,1:28.888 ,36 ,1:28.079
10 ,1:28.989 ,37 ,1:28.102
11 ,1:29.366 ,38 ,1:28.169
12 ,1:28.977 ,39 ,1:28.103
13 ,1:29.157 ,40 ,1:28.138
14 ,1:30.516 ,41 ,1:28.295
15 ,1:29.461 ,42 ,1:28.000
16 ,1:29.519 ,43 ,1:27.825
17 ,1:29.555 ,44 ,1:27.726
18 ,1:29.625 ,45 ,1:27.657
19 ,1:29.830 ,46 ,1:27.782
20 ,1:29.918 ,47 ,1:27.596
21 ,1:29.881 ,48 ,1:27.862
22 P ,1:34.504 ,49 ,1:27.525
23 ,1:49.995 ,50 ,1:27.777
24 ,1:28.834 ,51 ,1:28.365
25 ,1:28.400 ,52 ,1:28.354
26 ,1:28.418 ,53 ,1:29.445
27 ,1:28.513,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:05:02 ,27 P ,1:38.716
2 ,1:33.642 ,28 ,1:54.198
3 ,1:33.161 ,29 ,1:31.311
4 ,1:32.770 ,30 ,1:31.329
5 ,1:32.715 ,31 ,1:31.541
6 ,1:32.666 ,32 ,1:32.094
7 ,1:32.858 ,33 ,1:32.868
8 ,1:32.934 ,34 ,1:31.452
9 ,1:32.787 ,35 ,1:31.709
10 ,1:33.607 ,36 ,1:32.064
11 ,1:32.649 ,37 ,1:32.325
12 ,1:32.559 ,38 ,1:31.813
13 ,1:33.832 ,39 ,1:31.672
14 ,1:32.876 ,40 ,1:32.145
15 ,1:32.991 ,41 ,1:32.910
16 ,1:32.837 ,42 ,1:31.731
17 ,1:33.897 ,43 ,1:33.242
18 ,1:32.536 ,44 ,1:31.913
19 ,1:33.567 ,45 ,1:32.053
20 ,1:32.497 ,46 ,1:31.769
21 ,1:32.538 ,47 ,1:31.881
22 ,1:32.352 ,48 ,1:31.887
23 ,1:32.597 ,49 ,1:31.603
24 ,1:32.435 ,50 ,1:32.734
25 ,1:32.906 ,51 ,1:33.265
26 ,1:33.657,"",""
