5 ,S. VETTEL
6 ,N. ROSBERG
3 ,D. RICCIARDO
LAP  ,TIME,LAP  ,TIME
5 ,1:49.716 ,32 ,1:48.790
6 ,1:50.020 ,33 ,1:49.083
7 ,1:50.016 ,34 ,1:48.573
8 ,1:50.533 ,35 ,1:48.644
9 ,1:49.601 ,36 ,1:48.466
10 ,1:50.120 ,37 ,1:48.199
11 ,1:49.802 ,38 ,1:48.307
12 ,1:51.378 ,39 ,1:48.506
13 ,1:52.179 ,40 ,1:48.707
14 ,1:49.920 ,41 P ,1:54.239
15 P ,1:53.207 ,42 ,2:08.316
16 ,2:09.974 ,43 ,1:46.753
17 ,1:47.950 ,44 ,1:49.512
18 ,1:48.393 ,45 ,1:47.649
19 ,1:48.690 ,46 ,1:47.681
20 ,1:48.583 ,47 ,1:47.013
21 ,1:48.434 ,48 ,1:46.517
22 ,1:48.430 ,49 ,1:46.798
23 ,1:48.967 ,50 ,1:46.883
24 ,1:49.037 ,51 ,1:47.161
25 ,1:51.755 ,52 ,1:47.410
26 ,1:49.562 ,53 ,1:47.283
27 ,1:48.893 ,54 ,1:46.878
12 ,F. NASR
13 ,P. MALDONADO
11 ,S. PEREZ
LAP  ,TIME,LAP  ,TIME
1 ,17:05:24 ,29 ,1:46.179
2 ,1:47.974 ,30 ,1:45.892
3 ,1:48.142 ,31 ,1:46.133
4 ,1:48.072 ,32 ,1:46.304
5 ,1:48.509 ,33 ,1:46.826
6 P ,1:51.477 ,34 ,1:46.642
7 ,2:07.371 ,35 ,1:46.623
8 ,1:47.377 ,36 ,1:46.226
9 ,1:47.941 ,37 ,1:46.327
10 ,1:48.153 ,38 ,1:46.376
11 ,1:49.767 ,39 ,1:46.467
12 ,1:48.792 ,40 ,1:46.832
13 ,1:47.985 ,41 ,1:46.471
14 ,1:48.624 ,42 ,1:46.792
15 ,1:48.621 ,43 ,1:46.976
16 ,1:48.672 ,44 ,1:46.624
17 ,1:48.640 ,45 ,1:48.225
18 ,1:48.525 ,46 ,1:47.793
19 ,1:48.943 ,47 ,1:47.795
20 ,1:49.267 ,48 ,1:47.639
21 ,1:48.685 ,49 ,1:47.280
22 ,1:48.887 ,50 ,1:46.938
23 ,1:49.318 ,51 ,1:47.370
24 ,1:49.212 ,52 ,1:47.727
25 ,1:48.788 ,53 ,1:47.884
26 ,1:49.129 ,54 ,1:47.649
27 P ,1:50.871 ,55 ,1:47.709
28 ,2:06.854,"",""
LAP  ,TIME,LAP  ,TIME
1 ,17:05:31 ,28 ,1:47.721
2 ,1:50.418 ,29 ,1:47.905
3 ,1:50.062 ,30 ,1:48.692
4 P ,1:54.160 ,31 ,1:47.513
5 ,2:15.363 ,32 ,1:47.315
6 ,1:48.272 ,33 ,1:47.477
7 ,1:48.919 ,34 ,1:47.423
8 ,1:49.130 ,35 ,1:47.558
9 ,1:48.672 ,36 ,1:47.478
10 ,1:48.427 ,37 ,1:47.757
11 ,1:48.624 ,38 ,1:47.758
12 ,1:49.068 ,39 ,1:47.873
13 ,1:48.967 ,40 ,1:48.224
14 ,1:48.993 ,41 ,1:50.436
15 ,1:48.880 ,42 ,1:48.078
16 ,1:48.912 ,43 ,1:49.325
17 ,1:49.019 ,44 P ,1:52.283
18 ,1:49.356 ,45 ,2:06.447
19 ,1:49.339 ,46 ,1:46.424
20 ,1:49.318 ,47 ,1:47.008
21 ,1:49.429 ,48 ,1:46.772
22 ,1:50.177 ,49 ,1:47.025
23 ,1:49.275 ,50 ,1:46.535
24 ,1:49.955 ,51 ,1:47.351
25 ,1:50.022 ,52 ,1:48.411
26 P ,1:52.237 ,53 ,1:47.348
27 ,2:08.720 ,54 ,1:48.888
LAP  ,TIME,LAP  ,TIME
19 ,F. MASSA
22 ,J. BUTTON
14 ,F. ALONSO
LAP  ,TIME,LAP  ,TIME
1 P ,17:05:40 ,28 ,1:48.401
2 ,2:32.739 ,29 ,1:48.123
3 ,1:49.397 ,30 ,1:48.796
4 ,1:49.425 ,31 ,1:48.626
5 ,1:49.773 ,32 ,1:50.277
6 ,1:49.758 ,33 ,1:48.747
7 ,1:49.834 ,34 ,1:48.347
8 P ,1:52.270 ,35 ,1:48.427
9 ,2:05.017 ,36 ,1:48.905
10 ,1:49.803 ,37 ,1:48.792
11 ,1:50.276 ,38 ,1:48.728
12 ,1:50.545 ,39 ,1:49.481
13 ,1:50.736 ,40 ,1:49.047
14 ,1:50.505 ,41 ,1:49.588
15 ,1:50.510 ,42 ,1:51.371
16 ,1:50.505 ,43 ,1:49.282
17 P ,1:52.379 ,44 ,1:49.896
18 ,2:08.793 ,45 ,1:49.509
19 ,1:48.399 ,46 ,1:48.683
20 ,1:48.375 ,47 P ,1:51.481
21 ,1:48.709 ,48 ,2:20.989
22 ,1:48.795 ,49 ,1:44.954
23 ,1:48.752 ,50 ,2:04.250
24 ,1:48.218 ,51 ,2:06.839
25 ,1:48.567 ,52 ,1:44.796
26 ,1:48.453 ,53 ,1:54.360
27 ,1:48.325,"",""
LAP  ,TIME,LAP  ,TIME
1 ,17:05:28 ,29 ,1:47.083
2 ,1:49.000 ,30 ,1:47.238
3 ,1:48.516 ,31 ,1:47.145
4 ,1:48.151 ,32 ,1:47.494
5 ,1:48.645 ,33 ,1:46.984
6 P ,1:50.729 ,34 ,1:46.994
7 ,2:08.462 ,35 ,1:47.719
8 ,1:48.460 ,36 ,1:47.034
9 ,1:48.446 ,37 ,1:47.237
10 ,1:48.449 ,38 ,1:47.606
11 ,1:49.553 ,39 ,1:47.715
12 ,1:50.209 ,40 ,1:47.938
13 ,1:49.205 ,41 ,1:48.526
14 ,1:48.914 ,42 ,1:47.921
15 ,1:48.791 ,43 ,1:48.150
16 ,1:48.950 ,44 ,1:48.096
17 ,1:48.740 ,45 ,1:48.026
18 ,1:49.406 ,46 ,1:47.932
19 ,1:48.991 ,47 ,1:48.826
20 ,1:49.197 ,48 ,1:47.700
21 ,1:49.053 ,49 ,1:47.754
22 ,1:49.318 ,50 ,1:47.813
23 ,1:49.385 ,51 ,1:47.915
24 ,1:50.003 ,52 ,1:47.931
25 ,1:49.006 ,53 ,1:47.912
26 P ,1:50.710 ,54 ,1:47.907
27 ,2:08.124 ,55 ,1:48.225
28 ,1:47.044,"",""
LAP  ,TIME,LAP  ,TIME
1 ,17:05:31 ,28 ,2:08.279
2 ,1:49.740 ,29 ,1:47.509
3 ,1:49.371 ,30 ,1:47.735
4 ,1:49.196 ,31 ,1:47.649
5 ,1:48.964 ,32 ,1:47.678
6 ,1:49.542 ,33 ,1:48.002
7 ,1:49.612 ,34 ,1:47.769
8 P ,1:51.566 ,35 ,1:47.949
9 ,2:11.318 ,36 ,1:47.766
10 ,1:48.621 ,37 ,1:47.626
11 ,1:48.603 ,38 ,1:47.875
12 ,1:48.951 ,39 ,1:48.357
13 ,1:48.652 ,40 ,1:48.549
14 ,1:48.908 ,41 ,1:49.054
15 ,1:49.729 ,42 ,1:47.938
16 ,1:49.347 ,43 ,1:47.731
17 ,1:49.736 ,44 ,1:48.072
18 ,1:49.602 ,45 ,1:51.775
19 ,1:49.611 ,46 ,1:49.088
20 ,1:49.847 ,47 ,1:50.184
21 ,1:49.807 ,48 ,1:48.953
22 ,1:49.679 ,49 ,1:48.360
23 ,1:49.423 ,50 ,1:49.504
24 ,1:50.797 ,51 ,1:49.384
25 ,1:49.935 ,52 ,1:49.192
26 ,1:49.424 ,53 ,1:48.466
27 P ,1:51.040 ,54 ,1:49.441
27 ,N. HULKENBERG
28 ,W. STEVENS
26 ,D. KVYAT
LAP  ,TIME,LAP  ,TIME
1 ,17:05:28 ,29 ,1:47.069
2 ,1:49.620 ,30 ,1:47.205
3 ,1:49.116 ,31 ,1:47.015
4 ,1:48.720 ,32 ,1:47.147
5 P ,1:50.301 ,33 ,1:47.314
6 ,2:08.130 ,34 ,1:47.295
7 ,1:48.509 ,35 ,1:47.225
8 ,1:48.336 ,36 ,1:47.764
9 ,1:48.516 ,37 ,1:47.842
10 ,1:48.140 ,38 ,1:47.659
11 ,1:48.822 ,39 ,1:47.786
12 ,1:50.041 ,40 ,1:47.853
13 ,1:49.939 ,41 ,1:48.181
14 ,1:48.943 ,42 ,1:48.084
15 ,1:48.479 ,43 ,1:47.927
16 ,1:48.786 ,44 ,1:47.919
17 ,1:48.766 ,45 ,1:48.072
18 ,1:49.121 ,46 ,1:48.202
19 ,1:49.039 ,47 ,1:50.753
20 ,1:49.362 ,48 ,1:49.178
21 ,1:49.736 ,49 ,1:48.399
22 ,1:49.015 ,50 ,1:48.013
23 ,1:49.199 ,51 ,1:47.842
24 ,1:50.233 ,52 ,1:48.048
25 P ,1:51.059 ,53 ,1:49.047
26 ,2:06.880 ,54 ,1:48.285
27 ,1:46.882 ,55 ,1:48.351
28 ,1:46.939,"",""
LAP  ,TIME,LAP  ,TIME
1 ,17:05:25 ,29 ,1:47.064
2 ,1:48.643 ,30 ,1:47.108
3 ,1:48.220 ,31 ,1:47.254
4 ,1:48.601 ,32 ,1:47.179
5 ,1:49.119 ,33 ,1:47.410
6 ,1:50.775 ,34 ,1:47.397
7 P ,1:51.108 ,35 ,1:47.419
8 ,2:07.230 ,36 ,1:47.821
9 ,1:48.418 ,37 ,1:47.860
10 ,1:48.698 ,38 ,1:47.712
11 ,1:49.806 ,39 ,1:47.743
12 ,1:49.103 ,40 ,1:47.752
13 ,1:49.020 ,41 ,1:48.117
14 ,1:49.189 ,42 ,1:47.787
15 ,1:48.880 ,43 ,1:47.883
16 ,1:49.019 ,44 ,1:47.462
17 ,1:49.132 ,45 ,1:47.577
18 ,1:48.801 ,46 ,1:47.767
19 ,1:49.335 ,47 ,1:47.637
20 ,1:48.872 ,48 ,1:47.912
21 ,1:49.153 ,49 ,1:47.969
22 ,1:49.414 ,50 ,1:47.802
23 ,1:49.276 ,51 ,1:47.530
24 P ,1:52.177 ,52 ,1:47.876
25 ,2:07.753 ,53 ,1:48.068
26 ,1:47.825 ,54 ,1:48.359
27 ,1:48.284 ,55 ,1:48.507
28 ,1:47.216,"",""
LAP  ,TIME,LAP  ,TIME
1 ,17:05:33 ,28 ,1:50.553
2 ,1:52.893 ,29 ,1:52.832
3 ,1:52.463 ,30 ,1:52.375
4 ,1:52.561 ,31 ,1:54.131
5 ,1:52.383 ,32 ,1:50.935
6 ,1:53.619 ,33 P ,1:53.218
7 ,1:52.215 ,34 ,2:13.430
8 ,1:52.721 ,35 ,1:51.536
9 ,1:53.021 ,36 ,1:52.144
10 ,1:53.493 ,37 ,1:51.007
11 ,1:53.105 ,38 ,1:50.660
12 ,1:52.985 ,39 ,1:49.734
13 ,1:53.192 ,40 ,1:51.528
14 ,1:53.679 ,41 ,1:50.365
15 ,1:52.956 ,42 ,1:50.540
16 ,1:52.805 ,43 ,1:50.505
17 ,1:52.687 ,44 ,1:50.661
18 ,1:52.622 ,45 ,1:52.348
19 ,1:52.613 ,46 ,1:50.928
20 ,1:52.623 ,47 ,1:53.496
21 ,1:52.380 ,48 ,1:50.342
22 ,1:54.654 ,49 ,1:50.408
23 P ,1:59.460 ,50 ,1:50.212
24 ,2:15.999 ,51 ,1:50.310
25 ,1:50.620 ,52 ,1:50.556
26 ,1:50.714 ,53 ,1:49.610
27 ,1:50.532,"",""
44 ,L. HAMILTON
55 ,C. SAINZ
33 ,M. VERSTAPPEN
LAP  ,TIME,LAP  ,TIME
1 ,17:05:30 ,28 ,1:48.516
2 ,1:49.689 ,29 ,1:48.473
3 ,1:49.403 ,30 ,1:48.215
4 ,1:48.885 ,31 ,1:47.766
5 ,1:48.869 ,32 ,1:48.011
6 ,1:50.497 ,33 ,1:49.749
7 ,1:49.281 ,34 ,1:48.616
8 P ,1:51.158 ,35 ,1:48.283
9 ,2:09.167 ,36 ,1:47.705
10 ,1:48.201 ,37 ,1:47.808
11 ,1:48.339 ,38 P ,1:49.574
12 ,1:48.423 ,39 ,2:06.290
13 ,1:48.545 ,40 ,1:45.746
14 ,1:49.082 ,41 ,1:46.454
15 ,1:50.007 ,42 ,1:46.570
16 ,1:48.551 ,43 ,1:46.339
17 ,1:48.945 ,44 ,1:47.117
18 ,1:48.469 ,45 ,1:48.356
19 ,1:48.967 ,46 ,1:48.255
20 P ,1:51.746 ,47 ,1:47.020
21 ,2:08.247 ,48 ,1:46.895
22 ,1:48.000 ,49 ,1:47.337
23 ,1:48.718 ,50 ,1:47.722
24 ,1:49.006 ,51 ,1:48.221
25 ,1:49.664 ,52 ,1:48.142
26 ,1:48.969 ,53 ,1:47.798
27 ,1:48.556 ,54 ,1:48.062
LAP  ,TIME,LAP  ,TIME
1 ,17:05:22 ,29 ,1:47.064
2 ,1:47.195 ,30 ,1:46.975
3 ,1:47.134 ,31 ,1:47.145
4 ,1:47.313 ,32 ,1:46.505
5 ,1:47.115 ,33 ,1:46.668
6 ,1:47.492 ,34 ,1:46.579
7 ,1:47.662 ,35 ,1:46.394
8 ,1:48.037 ,36 ,1:46.752
9 ,1:48.244 ,37 ,1:46.898
10 ,1:48.355 ,38 ,1:47.695
11 P ,1:50.818 ,39 ,1:46.883
12 ,2:06.216 ,40 ,1:47.549
13 ,1:47.363 ,41 P ,1:49.268
14 ,1:47.435 ,42 ,2:04.986
15 ,1:47.805 ,43 ,1:44.713
16 ,1:47.043 ,44 ,1:44.517
17 ,1:46.903 ,45 ,1:45.130
18 ,1:47.015 ,46 ,1:44.773
19 ,1:47.001 ,47 ,1:44.983
20 ,1:47.170 ,48 ,1:45.526
21 ,1:46.922 ,49 ,1:44.808
22 ,1:46.744 ,50 ,1:45.276
23 ,1:46.775 ,51 ,1:45.504
24 ,1:47.024 ,52 ,1:46.326
25 ,1:46.574 ,53 ,1:46.574
26 ,1:46.662 ,54 ,1:47.207
27 ,1:46.866 ,55 ,1:47.946
28 ,1:47.052,"",""
LAP  ,TIME,LAP  ,TIME
1 ,17:05:27 ,29 ,2:07.300
2 ,1:49.059 ,30 ,1:47.545
3 ,1:50.072 ,31 ,1:47.123
4 ,1:48.939 ,32 ,1:47.640
5 ,1:49.170 ,33 ,1:47.283
6 ,1:49.546 ,34 ,1:47.495
7 P ,1:51.210 ,35 ,1:47.713
8 ,2:12.008 ,36 ,1:47.207
9 ,1:48.396 ,37 ,1:47.106
10 ,1:48.314 ,38 ,1:46.998
11 ,1:48.596 ,39 ,1:47.254
12 ,1:48.428 ,40 ,1:47.368
13 ,1:48.809 ,41 ,1:47.307
14 ,1:49.334 ,42 ,1:47.326
15 ,1:48.751 ,43 ,1:47.448
16 ,1:49.190 ,44 ,1:47.675
17 ,1:49.176 ,45 ,1:47.541
18 ,1:50.638 ,46 ,1:47.838
19 ,1:49.489 ,47 ,1:47.529
20 ,1:49.465 ,48 ,1:47.963
21 ,1:49.112 ,49 ,1:47.800
22 ,1:49.009 ,50 ,1:47.818
23 ,1:48.783 ,51 ,1:47.949
24 ,1:49.233 ,52 ,1:48.741
25 ,1:49.310 ,53 ,1:48.324
26 ,1:49.118 ,54 ,1:48.261
27 ,1:48.960 ,55 ,1:48.435
28 P ,1:50.885,"",""
98 ,R. MERHI
77 ,V. BOTTAS
LAP  ,TIME,LAP  ,TIME
1 ,17:05:29 ,28 ,1:48.983
2 ,1:49.993 ,29 P ,1:51.500
3 ,1:49.260 ,30 ,2:14.632
4 ,1:48.751 ,31 ,1:46.790
5 ,1:48.739 ,32 ,1:46.862
6 ,1:48.919 ,33 ,1:47.829
7 ,1:48.959 ,34 ,1:47.179
8 P ,1:49.398 ,35 ,1:47.245
9 P ,2:19.122 ,36 ,1:47.232
10 ,2:14.320 ,37 ,1:46.881
11 ,1:47.720 ,38 ,1:47.087
12 ,1:47.846 ,39 ,1:47.022
13 ,1:47.917 ,40 ,1:47.028
14 ,1:48.117 ,41 ,1:49.250
15 ,1:48.279 ,42 ,1:47.031
16 ,1:47.944 ,43 ,1:46.690
17 ,1:48.275 ,44 ,1:47.082
18 ,1:48.045 ,45 ,1:46.464
19 ,1:48.258 ,46 ,1:48.875
20 ,1:48.438 ,47 ,1:47.442
21 ,1:48.764 ,48 ,1:48.665
22 ,1:48.874 ,49 ,1:48.346
23 ,1:48.421 ,50 ,1:49.338
24 ,1:48.720 ,51 ,1:49.272
25 ,1:49.867 ,52 ,1:49.350
26 ,1:49.802 ,53 ,1:48.570
27 ,1:49.096 ,54 ,1:48.808
LAP  ,TIME,LAP  ,TIME
1 ,17:05:40 ,27 ,1:51.364
2 ,1:53.101 ,28 ,1:53.195
3 ,1:52.721 ,29 ,1:52.915
4 ,1:52.784 ,30 ,1:51.587
5 ,1:53.563 ,31 ,1:53.339
6 ,1:53.021 ,32 ,1:52.311
7 ,1:52.952 ,33 ,1:51.480
8 ,1:53.184 ,34 ,1:53.188
9 ,1:53.350 ,35 ,1:51.576
10 ,1:52.787 ,36 ,1:52.362
11 ,1:53.394 ,37 ,1:52.662
12 ,1:54.747 ,38 ,1:51.922
13 ,1:54.529 ,39 ,1:51.901
14 ,1:53.835 ,40 ,1:52.070
15 ,1:53.408 ,41 ,1:54.157
16 ,1:53.446 ,42 ,1:54.895
17 ,1:54.294 ,43 ,1:52.480
18 ,1:53.617 ,44 ,1:52.731
19 ,1:55.079 ,45 ,1:53.004
20 ,1:56.566 ,46 ,1:55.632
21 ,1:55.925 ,47 ,1:53.960
22 ,1:54.622 ,48 ,1:54.727
23 ,1:57.924 ,49 ,1:58.525
24 P ,1:58.593 ,50 ,1:54.705
25 ,2:16.827 ,51 ,1:56.931
26 ,1:51.213 ,52 ,1:54.853
