5 ,S. VETTEL
3 ,D. RICCIARDO
6 ,N. ROSBERG
LAP  ,TIME,LAP  ,TIME
12 ,2:01.892 ,39 ,1:43.911
13 ,2:26.504 ,40 ,1:43.054
14 ,2:46.911 ,41 ,1:43.734
15 ,2:37.170 ,42 ,1:43.701
16 ,2:29.143 ,43 ,1:42.595
17 ,1:48.502 ,44 ,1:42.152
18 ,1:44.735 ,45 ,1:41.884
19 ,1:44.176 ,46 ,1:42.503
20 ,1:44.558 ,47 ,1:42.338
21 ,1:43.764 ,48 ,1:41.841
22 ,1:43.879 ,49 ,1:41.623
23 ,1:44.055 ,50 ,1:42.611
24 ,1:44.143 ,51 ,1:41.520
25 ,1:43.587 ,52 ,1:42.404
26 ,1:43.925 ,53 ,1:42.552
27 ,1:43.941,"",""
19 ,F. MASSA
14 ,F. ALONSO
22 ,J. BUTTON
LAP  ,TIME,LAP  ,TIME
1 ,14:06:10 ,28 ,1:43.825
2 ,2:37.096 ,29 ,1:43.920
3 ,2:26.428 ,30 ,1:44.238
4 ,1:47.593 ,31 ,1:43.962
5 ,1:45.970 ,32 ,1:43.879
6 ,1:46.684 ,33 ,1:43.987
7 ,1:46.564 ,34 ,1:43.828
8 ,1:45.818 ,35 ,1:44.802
9 ,1:46.165 ,36 ,1:44.175
10 ,1:45.721 ,37 ,1:45.405
11 ,1:45.509 ,38 ,1:43.918
12 ,2:05.331 ,39 ,1:44.128
13 P ,2:20.694 ,40 ,1:45.320
14 ,2:49.115 ,41 ,1:44.008
15 ,2:40.129 ,42 ,1:44.298
16 ,2:23.336 ,43 ,1:43.609
17 ,1:47.700 ,44 ,1:43.460
18 ,1:46.683 ,45 ,1:43.265
19 ,1:45.037 ,46 ,1:44.248
20 ,1:45.169 ,47 ,1:44.657
21 ,1:45.178 ,48 ,1:43.966
22 ,1:46.016 ,49 ,1:44.080
23 ,1:45.431 ,50 ,1:44.585
24 ,1:45.052 ,51 ,1:43.697
25 ,1:44.602 ,52 ,1:45.206
26 ,1:44.881 ,53 ,1:45.834
27 ,1:44.292,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:06:08 ,28 ,1:43.433
2 ,2:36.359 ,29 ,1:43.667
3 ,2:28.058 ,30 P ,1:47.974
4 ,1:46.866 ,31 ,2:03.765
5 ,1:45.699 ,32 ,1:42.096
6 ,1:45.504 ,33 ,1:42.127
7 ,1:44.731 ,34 ,1:43.527
8 ,1:44.721 ,35 ,1:41.976
9 ,1:45.482 ,36 ,1:41.740
10 ,1:44.864 ,37 ,1:41.378
11 ,1:45.070 ,38 ,1:42.026
12 ,2:02.239 ,39 ,1:44.155
13 ,2:27.454 ,40 ,1:42.058
14 ,2:46.936 ,41 ,1:42.034
15 ,2:37.329 ,42 ,1:41.945
16 ,2:29.247 ,43 ,1:42.129
17 ,1:47.751 ,44 ,1:40.996
18 ,1:44.282 ,45 ,1:41.663
19 ,1:44.265 ,46 ,1:40.897
20 ,1:43.731 ,47 ,1:42.194
21 ,1:43.695 ,48 ,1:40.881
22 ,1:44.005 ,49 ,1:41.056
23 ,1:43.594 ,50 ,1:41.385
24 ,1:43.704 ,51 ,1:40.997
25 ,1:43.493 ,52 ,1:41.209
26 ,1:43.444 ,53 ,1:43.814
27 ,1:43.384,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:06:06 ,28 ,1:44.252
2 ,2:37.119 ,29 ,1:44.016
3 ,2:28.895 ,30 ,1:44.306
4 ,1:47.020 ,31 ,1:44.401
5 ,1:45.861 ,32 ,1:43.923
6 ,1:45.438 ,33 ,1:43.656
7 ,1:46.405 ,34 ,1:44.565
8 ,1:45.561 ,35 ,1:44.943
9 ,1:46.810 ,36 ,1:44.177
10 ,1:45.814 ,37 ,1:44.299
11 ,1:46.673 ,38 ,1:43.994
12 P ,2:07.650 ,39 ,1:44.706
13 ,2:34.186 ,40 ,1:44.060
14 ,2:35.245 ,41 ,1:43.951
15 ,2:39.132 ,42 ,1:43.595
16 ,2:23.630 ,43 ,1:45.190
17 ,1:48.599 ,44 ,1:43.623
18 ,1:46.303 ,45 ,1:43.751
19 ,1:44.873 ,46 ,1:44.169
20 ,1:45.114 ,47 ,1:44.181
21 ,1:45.335 ,48 ,1:44.219
22 ,1:44.922 ,49 ,1:43.787
23 ,1:45.371 ,50 ,1:43.897
24 ,1:44.979 ,51 ,1:43.808
25 ,1:44.509 ,52 ,1:43.687
26 ,1:44.418 ,53 ,1:43.068
27 ,1:44.229,"",""
27 ,N. HULKENBERG
26 ,D. KVYAT
28 ,W. STEVENS
LAP  ,TIME,LAP  ,TIME
1 ,14:06:01 ,28 ,1:43.095
2 ,2:38.854 ,29 ,1:42.745
3 ,2:30.776 ,30 ,1:42.973
4 ,1:45.870 ,31 ,1:43.036
5 ,1:45.306 ,32 ,1:44.383
6 ,1:44.839 ,33 P ,1:48.657
7 ,1:44.414 ,34 ,2:03.848
8 ,1:44.795 ,35 ,1:42.044
9 ,1:44.443 ,36 ,1:42.557
10 ,1:44.401 ,37 ,1:42.211
11 ,1:44.349 ,38 ,1:43.195
12 ,2:01.139 ,39 ,1:43.708
13 ,2:32.984 ,40 ,1:42.415
14 ,2:46.963 ,41 ,1:41.975
15 ,2:37.801 ,42 ,1:41.691
16 ,2:30.135 ,43 ,1:44.308
17 ,1:46.848 ,44 ,1:42.522
18 ,1:43.551 ,45 ,1:43.299
19 ,1:44.150 ,46 ,1:42.438
20 ,1:43.474 ,47 ,1:42.023
21 ,1:43.370 ,48 ,1:42.129
22 ,1:43.258 ,49 ,1:42.457
23 ,1:43.134 ,50 ,1:42.752
24 ,1:43.873 ,51 ,1:41.588
25 ,1:42.814 ,52 ,1:41.372
26 ,1:42.913 ,53 ,1:42.239
27 ,1:42.877,"",""
LAP  ,TIME,LAP  ,TIME
LAP  ,TIME,LAP  ,TIME
1 ,14:06:13 ,27 ,1:48.138
2 ,2:36.771 ,28 ,1:46.704
3 ,2:26.054 ,29 ,1:46.458
4 ,1:50.654 ,30 ,1:46.851
5 ,1:48.801 ,31 ,1:46.559
6 ,1:48.315 ,32 ,1:49.468
7 ,1:48.902 ,33 ,1:46.642
8 ,1:48.531 ,34 ,1:48.833
9 ,1:47.963 ,35 ,1:49.092
10 ,1:48.182 ,36 ,1:49.244
11 ,1:48.107 ,37 ,1:46.950
12 ,2:11.958 ,38 ,1:49.921
13 ,2:17.503 ,39 ,1:48.233
14 P ,2:27.874 ,40 ,1:50.926
15 ,2:39.926 ,41 ,1:46.603
16 ,2:23.565 ,42 ,1:46.353
17 P ,1:55.314 ,43 ,1:46.165
18 ,2:09.338 ,44 ,1:45.910
19 ,1:47.854 ,45 ,1:46.015
20 ,1:47.985 ,46 ,1:46.161
21 ,1:47.788 ,47 ,1:46.028
22 ,1:47.340 ,48 ,1:45.607
23 ,1:47.557 ,49 ,1:48.493
24 ,1:47.602 ,50 ,1:44.926
25 ,1:47.297 ,51 ,1:47.384
26 ,1:46.858,"",""
44 ,L. HAMILTON
33 ,M. VERSTAPPEN
55 ,C. SAINZ
LAP  ,TIME,LAP  ,TIME
1 P ,14:06:55 ,28 ,1:42.758
2 ,2:44.188 ,29 ,1:42.639
3 ,1:49.022 ,30 ,1:42.731
4 ,1:45.850 ,31 ,1:43.093
5 ,1:45.217 ,32 ,1:43.690
6 ,1:45.509 ,33 ,1:43.178
7 ,1:45.950 ,34 ,1:42.815
8 ,1:45.267 ,35 ,1:42.884
9 ,1:45.246 ,36 ,1:42.835
10 ,1:44.759 ,37 ,1:43.054
11 ,1:44.733 ,38 ,1:42.907
12 ,2:06.401 ,39 ,1:42.932
13 ,2:15.579 ,40 ,1:43.157
14 ,2:43.016 ,41 ,1:43.988
15 ,2:37.843 ,42 ,1:43.365
16 ,2:26.900 ,43 ,1:44.031
17 ,1:48.996 ,44 ,1:44.596
18 ,1:46.079 ,45 ,1:43.899
19 ,1:44.882 ,46 ,1:43.859
20 ,1:45.026 ,47 ,1:44.097
21 ,1:44.450 ,48 ,1:44.040
22 ,1:44.990 ,49 ,1:43.987
23 ,1:45.759 ,50 ,1:44.133
24 P ,1:48.994 ,51 ,1:44.930
25 ,2:04.805 ,52 ,1:44.622
26 ,1:43.674 ,53 ,1:45.864
27 ,1:42.912,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:05:54 ,28 ,1:41.361
2 ,2:40.816 ,29 ,1:41.463
3 ,2:33.422 ,30 ,1:41.372
4 ,1:43.605 ,31 ,1:41.657
5 ,1:43.543 ,32 P ,1:46.965
6 ,1:42.888 ,33 ,2:04.728
7 ,1:42.644 ,34 ,1:41.998
8 ,1:43.445 ,35 ,1:42.049
9 ,1:42.911 ,36 ,1:42.097
10 ,1:41.946 ,37 ,1:40.777
11 ,1:42.137 ,38 ,1:40.695
12 ,1:55.523 ,39 ,1:42.216
13 ,2:52.159 ,40 ,1:41.051
14 ,2:46.980 ,41 ,1:40.726
15 ,2:38.572 ,42 ,1:41.100
16 ,2:31.192 ,43 ,1:41.907
17 ,1:41.709 ,44 ,1:40.573
18 ,1:41.499 ,45 ,1:40.773
19 ,1:41.751 ,46 ,1:40.693
20 ,1:41.820 ,47 ,1:42.205
21 ,1:41.336 ,48 ,1:42.140
22 ,1:41.586 ,49 ,1:42.176
23 ,1:41.713 ,50 ,1:42.739
24 ,1:41.444 ,51 ,1:42.766
25 ,1:41.980 ,52 ,1:42.714
26 ,1:41.469 ,53 ,1:44.220
27 ,1:41.516,"",""
LAP  ,TIME,LAP  ,TIME
1 ,14:06:14 ,24 ,1:43.899
2 ,2:35.936 ,25 ,1:44.354
3 ,2:25.368 ,26 ,1:43.680
4 ,1:46.150 ,27 ,1:43.456
5 ,1:46.339 ,28 ,1:43.664
6 ,1:45.234 ,29 ,1:43.317
7 ,1:45.028 ,30 ,1:44.847
8 ,1:45.682 ,31 ,1:43.323
9 ,1:45.388 ,32 ,1:43.439
10 ,1:45.763 ,33 ,1:43.628
11 ,1:44.835 ,34 ,1:42.976
12 P ,2:07.206 ,35 ,1:42.899
13 ,2:34.036 ,36 ,1:43.412
14 ,2:35.009 ,37 ,1:43.186
15 ,2:38.357 ,38 ,1:42.831
16 ,2:25.786 ,39 ,1:42.832
17 ,1:47.855 ,40 ,1:42.939
18 ,1:46.199 ,41 ,1:42.339
19 ,1:44.516 ,42 ,1:42.277
20 ,1:44.277 ,43 ,1:42.588
21 ,1:44.082 ,44 ,1:42.258
22 ,1:43.867 ,45 ,1:57.644
23 ,1:43.989,"",""
98 ,R. MERHI
77 ,V. BOTTAS
LAP  ,TIME,LAP  ,TIME
1 ,14:05:56 ,27 ,2:04.420
2 ,2:40.876 ,28 ,1:42.367
3 ,2:32.433 ,29 ,1:42.941
4 ,1:43.807 ,30 ,1:42.820
5 ,1:43.643 ,31 ,1:43.009
6 ,1:43.240 ,32 ,1:43.410
7 ,1:43.714 ,33 ,1:42.792
8 ,1:42.905 ,34 ,1:42.638
9 ,1:42.738 ,35 ,1:42.566
10 ,1:42.762 ,36 ,1:44.521
11 ,1:42.665 ,37 ,1:42.087
12 ,1:53.554 ,38 ,1:41.873
13 ,2:51.556 ,39 ,1:41.919
14 ,2:46.627 ,40 ,1:42.173
15 ,2:38.469 ,41 ,1:41.663
16 ,2:31.350 ,42 ,1:41.833
17 ,1:42.981 ,43 ,1:41.962
18 ,1:42.169 ,44 ,1:41.994
19 ,1:42.629 ,45 ,1:41.134
20 ,1:42.701 ,46 ,1:41.144
21 ,1:42.350 ,47 ,1:41.647
22 ,1:42.435 ,48 ,1:41.856
23 ,1:42.909 ,49 ,1:41.892
24 ,1:42.845 ,50 ,1:41.977
25 ,1:43.212 ,51 ,1:41.659
26 P ,1:48.119 ,52 ,1:42.138
LAP  ,TIME,LAP  ,TIME
1 ,14:06:11 ,27 ,1:46.914
2 ,2:37.336 ,28 ,1:46.983
3 ,2:26.272 ,29 ,1:46.549
4 ,1:50.359 ,30 ,1:46.427
5 ,1:48.342 ,31 ,1:46.628
6 ,1:48.242 ,32 ,1:46.327
7 ,1:47.967 ,33 ,1:48.176
8 ,1:48.887 ,34 ,1:46.270
9 ,1:48.573 ,35 ,1:46.722
10 ,1:48.197 ,36 ,1:46.106
11 ,1:47.921 ,37 ,1:45.798
12 ,2:11.850 ,38 ,1:48.150
13 P ,2:20.713 ,39 ,1:45.937
14 ,2:23.717 ,40 ,1:45.843
15 ,2:41.334 ,41 ,1:47.581
16 ,2:23.655 ,42 ,1:45.556
17 ,1:50.970 ,43 ,1:50.384
18 ,1:47.794 ,44 ,1:45.834
19 ,1:48.190 ,45 ,1:45.522
20 ,1:47.145 ,46 ,1:47.661
21 ,1:47.068 ,47 ,1:50.209
22 ,1:47.243 ,48 ,1:45.780
23 ,1:46.879 ,49 ,1:49.013
24 ,1:46.632 ,50 ,1:45.049
25 ,1:46.714 ,51 ,1:46.526
26 ,1:48.142 ,52 ,1:45.775
